SampleID,A4D1B5,O00220,O00221,O00451,O14662,O14904,O14917,O43186,O43521-2,O43699,O43752,O43915,O60243,O75054,O75354,O94760,O95183,O95644,O95988,O96013,P01242,P01275,P02462,P04637,P05412,P08237,P09758,P0CG37,P11274,P15848,P16562,P21810,P22681,P23515,P25685,P30041,P47929,P52564,P57771,P58294,Q01543,Q02742,Q05516,Q06520,Q07960,Q10471,Q12912,Q13105,Q13561,Q13576,Q16653,Q49AH0,Q6UB28,Q6UXD5,Q6UXK5,Q7Z5A7,Q7Z5R6,Q86SJ2,Q86WV1,Q8N2G4,Q8N5S9,Q8TD06,Q8WYN0,Q92558,Q92982,Q969V3,Q96I82,Q96LC7,Q96PD2,Q96PQ0,Q96SM3,Q9BQT9,Q9BWV1,Q9C0C4,Q9H156,Q9H5Y7,Q9HCU5,Q9NRM6,Q9NS71,Q9NSA1,Q9NX58,Q9NZ53,Q9NZN5,Q9P0V8,Q9UBG0,Q9UBM4,Q9UK85,Q9UKR0,Q9UPY6,Q9Y2W6,Q9Y662,Q9Y6A5,Subject,Treatment,Site,Time
A1,3.31344545309924,11.4321676683063,12.5345283647678,2.31495870956884,8.84530771366883,6.21263742331564,8.34604039819705,1.54238167882944,2.54242999789834,2.88188820467021,5.10159970112264,4.81360983299984,4.94908915968367,6.21596537116782,2.04094016402865,12.966287730989,0.988085027492669,4.39153553576828,13.9910810434624,3.26619342911407,10.8000562624128,1.24542129196129,11.0501344759516,2.72609371601758,7.88408632788769,6.38299635140956,14.9706957129129,13.7490503114695,5.69333427237402,18.1353571971833,7.12567129661109,3.23672058667821,1.53057987961679,16.1922300040761,5.54404704825154,1.14537031387887,10.5573029158276,2.78593883345425,4.33087936580102,2.83427715460502,16.565400319439,5.26213940024641,7.5567814241834,2.91577820213283,4.26331026208196,9.35281943901963,1.6982723011702,5.6986262294013,3.70562782958366,3.52616591187575,2.84825276583685,2.33278698434989,13.146699290425,1.21078282560822,9.82475185394949,-1.27779667543253,8.75587736339116,2.03070051075761,2.87123269960254,9.53085500543328,9.57154731012446,10.0338382074393,8.45158791433728,6.88376692721031,12.6111395367371,2.67775909739572,9.54494301851396,0.658852600822372,6.39945206582533,7.52283749772369,7.32683060841359,4.81385506035901,0.552017502433735,18.2043803202064,0.21640808331169,7.09304483067274,1.23823771154668,2.26814922089208,1.84649171293624,1.49273507913411,4.75699634031125,3.64226257453419,12.9392618137235,2.85432559580352,9.03829601140702,6.56463547531178,-1.66647009207911,23.0898499057202,-2.08966157688439,8.76659371196924,2.68054839706185,7.65750167670517,ID1,Untreated,Site_D,Baseline
A2,6.04003491185232,13.1940968451651,10.5708320810715,3.31326742315059,7.94756746335137,7.08453412829034,6.25553039979444,0.45430735041881,2.98168352356289,3.57478154262378,5.33380309290319,3.08675268122055,8.63131552185727,5.70927386233873,2.50126295499771,7.05540939070374,0.590884873588313,3.18512677120101,14.5051003947618,2.41937085712761,10.9705282474747,0.654549455351146,7.59753658760438,2.51210040299927,5.56465629952908,4.10753385422928,10.188531927795,11.2171803360966,-0.195335815067468,8.15504027265051,10.6528464293924,8.3613437353401,2.43660664442678,11.1333574445305,7.36583536365066,2.72812767468636,5.92777777976957,2.66451839887306,4.43360323040774,2.53757236915479,10.3859050154607,2.84879462733294,7.06562992349691,2.80808016504874,12.3855963590837,5.54827254184259,3.52499974847208,5.87246635156948,2.90220237168183,0.795639544565837,1.63916511489768,5.68870617753502,2.86118566809435,0.0358239414491053,15.4019817775279,0.000284935024925215,7.74568852891246,1.68482085859188,13.6744493686292,9.3386100395141,7.13572551598647,10.2432284699958,13.6010961928295,8.38255961591532,9.28688229781938,2.28542194215651,10.6646841037156,0.156630711018234,2.39380468944539,2.00316323874093,5.38328042826843,5.15808488486098,1.53157258405404,12.9963707300165,6.47610632516148,3.23607396329347,1.18587032060747,1.02937967958287,1.55796559927535,0.868190840214173,11.6388369315319,2.59833943652953,9.36424379880876,6.38142975921893,4.63613031832252,12.0918505448866,0.207513223403519,12.4949640060477,0.51800270549784,9.98055091269314,1.95774080166515,5.78187724658448,ID1,Untreated,Site_D,Week.6
A3,2.94315335250438,10.4393172509727,14.8413616159595,5.85906737422474,9.66517052648702,2.53846944946172,1.52424163328101,1.10317676411405,3.76951135456679,5.71574336317337,4.57699777984373,2.13309260063898,3.92052856852317,8.93406831600223,5.38587864982747,15.0408489168428,2.39867634697274,1.44378181829355,3.79894833732788,1.47799178845954,13.2844196083992,0.958148870371147,7.57270393928495,1.67494570007927,1.56378506605608,6.46598055595725,13.0652687896923,12.0904884915081,5.02687514703296,13.6157881782911,8.72380747806927,5.14568592540196,2.5111175888442,14.547420840864,8.70201032164855,1.16531925661133,10.1951865160754,1.64460241678436,5.39297814328845,1.76922826975123,12.0019288319547,1.2000717161566,8.25076466467883,3.16074947251476,8.60999716842496,10.5559532010778,4.46967239492064,2.26924572567728,3.32855620706512,4.83170107709904,3.29243128676593,3.37692975231414,5.57577490471433,2.20018254080003,12.1977515529689,-0.271919093427672,10.4613350626391,2.17342928327245,8.15792249521333,7.84057167700678,8.31440075947507,11.4694373528996,12.5477414173514,7.77921671200667,6.94653843658032,2.84898689833344,7.22547268380741,-0.381041972943519,9.86718843729057,6.63287043563023,-5.2143336290409,6.47360944185915,2.26396082880523,21.9388798575609,5.66623833884544,2.80688796735167,3.12726546493053,2.38708881209983,2.08432735414577,-0.0951380510582416,7.62360027237127,2.578458527568,9.08056687307745,3.35532491065116,7.79156336868479,7.33264810425201,-3.7301706701498,10.7215422786227,0.955689059527726,13.1812577526836,2.91190004566254,4.37604937264475,ID1,Untreated,Site_D,Week.12
A4,5.78970013496053,8.5661979625161,6.21837083897378,4.00525890867675,0.424513649360598,1.21595033814667,7.15204083632367,0.338030556973023,2.44372208762984,0.363934275088158,2.4723106889133,2.87503726585548,12.3452573352607,6.16009847206182,9.20573420105656,11.9264199239521,4.5437320670543,9.86768750291258,15.2994933097277,0.52075212626947,9.43738016794656,1.05444834946993,6.46262226799626,2.15411351852293,6.99643097279245,13.5256546338111,15.6217589682802,2.77188628232443,6.32457800565865,15.5579810986521,-0.609376876687617,1.58545682647513,-1.58555472296365,7.3357921438471,9.78556298530268,1.65730627710863,16.2770039578659,-0.409191235300414,3.84094182074588,2.76493059393132,13.1806225187757,4.33719080559956,4.49371062108776,1.39800361761052,9.12246230073607,5.56874753638497,4.81733206287817,5.05113104539729,1.28707741306114,9.24645998065934,0.801247333446421,7.01619358195639,12.0173436680543,5.32748194610991,8.87749361329201,3.02951999175545,5.50935472547987,1.85027851469135,7.27684354018937,8.66422812021338,3.39700983130838,5.5659255955055,6.72972090871327,8.72458125446238,7.43226450784051,0.640871937396311,6.35821096661885,2.65916839145026,2.79049293980149,9.5874283190273,1.59686135366719,11.6517365709985,1.75756343777794,11.5155864248456,8.77463392408896,5.88880444953875,0.947410630115169,0.802857095380291,1.13049091166704,3.67781490146557,11.5623042633887,3.07244645151417,9.5545037995169,0.791748878580796,5.1686659901737,7.03753648777737,5.24571677416515,8.93706863308864,-1.19193439570352,16.2218686116742,1.59984582438904,2.01851205108385,ID2,Untreated,Site_C,Baseline
A5,4.40880590709706,6.58531197751176,4.3569015132029,2.0053627237575,4.59164296346491,6.31714749791101,16.0013083054449,2.50355869006363,1.34056993584994,1.63966411518045,3.84110695377744,3.96169114020621,8.75209871724088,6.21419037277521,6.32596355942349,11.8223068177736,6.26658281201565,10.0984998656422,7.81167657460282,2.16895671170346,9.74400867022745,1.50185707056561,5.22965912062285,2.05796620440161,5.45651874508655,9.83729961075454,12.2748000228567,7.00780702149114,7.19636648067063,16.4844964083698,5.81532633272298,5.77189108655862,2.63063961014804,13.1279633588133,13.724839951426,1.17625215156466,9.22654372653142,-0.89627848541027,6.64653429967009,1.28169223344655,12.3424498491049,2.97174557293832,6.14217002235241,2.72943356899607,7.78559256309497,9.89864198785705,3.79685715084475,2.38783845873629,0.74891621926973,11.7446401421778,-0.0626581778535176,0.579973393435284,11.5605645260914,4.26990220325371,6.84227031311503,2.9823753561696,6.57216278093126,3.20347441859071,8.9862150933621,7.86976825988439,1.89419654978927,14.1843029354231,6.7182431331008,11.5456965970766,4.25648312244919,-0.304136153067524,5.70950375133485,1.37289962911075,5.1263396691395,5.90534868814542,7.10237912742064,9.10758973266368,2.52614810310416,16.1726718642742,8.33054972669034,2.28697789062082,1.54983455150518,2.17686861389826,1.26572705719783,2.4284544402712,12.8832223295804,4.38545356948406,17.2908979452932,10.6246763333863,6.30754740721749,11.1164806767941,5.5764167276412,2.74200616596096,7.51106783270067,11.0014534544945,1.88282762964087,0.881087246200405,ID2,Untreated,Site_C,Week.6
A6,7.80595408916887,5.18384476025714,3.62458661470748,4.47873140882748,3.18732782708776,2.89572612421383,7.46535472064937,2.24343027442748,2.24791781354888,3.145326143484,0.79243167000831,0.384184651931946,4.93478452099445,5.84530709152972,3.8612937789259,12.3771107077665,2.96223298963775,10.7825993811032,7.7522491167633,1.81514252921627,4.52865381495557,0.63151515781519,8.21320920613796,3.97267497063168,5.18420952652673,9.37589789395237,21.6857953095448,6.14357703386687,5.47525999367436,14.0637091253188,9.07162351593188,2.89860414055319,-2.73029856508941,12.9182681410946,17.376298189681,3.33072546948347,0.918288429023169,3.06909082683927,-0.633152643092213,1.35597848790256,9.37353411161895,3.24272474672593,4.74616521324185,1.4847684623406,11.2439873956301,12.4978931750968,4.27739288868904,7.9433554997883,2.82478759094963,4.61434724360714,2.58010302323228,1.87459648442409,9.82201434301124,3.47091432465495,6.39520419538972,3.2883165918451,6.87948920423574,2.76477217384771,6.27203999802837,9.60722229113191,6.22324220297322,13.3269926267969,3.52275447000829,8.48619696500344,4.16153608589325,0.784398876561338,3.36784491063044,1.56468687113205,7.00688763419924,3.53948489698521,13.7504079924137,8.83892623707678,1.82653450235402,9.02355067405149,11.0953758200922,1.13140785841218,0.598454107792916,1.91747030738885,0.889869661417208,1.86141475454514,13.76687467222,4.62250011623826,6.86867139305658,4.67490089546346,4.91117488265472,4.28140106025973,2.84321465174016,9.48994268510506,5.39543070231325,12.7563817104707,1.30035750860716,7.28272611644104,ID2,Untreated,Site_C,Week.12
A7,2.61655728819134,10.1192620073661,7.18566354625837,3.94312725970568,3.97424474823594,2.26074337503549,14.8986586392516,3.05800528120816,1.62401183954829,2.36274510498434,5.5110737523282,2.05522295552485,3.39599177102785,4.22088108142512,7.95956817413461,9.62446061584897,3.10470712865039,5.48225860599136,-0.596814401968158,1.62356314747481,11.2329804980854,1.22084494908374,7.77349938915783,2.85381802115909,9.13630544647479,10.8364833413979,5.78217270888829,9.30390269673346,7.75785172354559,21.7064924583678,0.671042875947353,3.84585892372983,2.02892454026864,9.24483919452747,10.9065160927393,1.49690500562431,9.189303986753,-0.403533862975906,5.19038137268776,2.46996100672278,13.2403010607251,5.1316421591153,13.2214993465657,1.85794600792245,9.97490506961718,7.89059532186344,0.161717597993811,11.4452060256646,0.714010065183679,7.9947695336022,1.03924778386055,17.7624105387754,10.9823642836471,3.49384125007313,1.53164208065388,4.95416904613103,5.55318530007519,1.43980837070034,8.66407449656016,9.93755451254742,5.18469142892334,8.77034750425588,14.4265854088288,8.44482672771962,4.2501923818463,1.96940166611105,4.16743231698414,2.3370502306725,5.47957599808861,7.43140930843068,0.597405088897693,14.177168798478,3.00667175540953,5.43684000731813,8.65432016158459,1.30747171564929,2.35772004651049,2.34178026601428,-0.196461829317458,1.48946733357004,11.21914794797,7.24514426728011,6.41526312311112,-0.459497797357624,5.00806398327926,13.5961627012396,13.6362275241622,8.44686557588428,7.95378296052202,12.5009726633901,2.35413065834245,6.45585438347084,ID3,Untreated,Site_D,Baseline
A8,4.05746248661994,9.19219104659554,7.23433084431679,2.40621545610847,3.73165447083608,1.62947354048715,12.1087669252181,3.24192649773455,0.588157993122162,3.92558502619441,3.37196931571061,5.48103825000068,6.37930191037984,6.39528642756804,11.455504701813,13.302358498892,-0.179291301001745,5.04822473014301,9.4897558479922,0.619994254150251,8.66478341475987,1.81610479605939,9.19975184834864,1.12190774790467,4.09626923973612,9.60681591771967,8.62850417069341,8.60180736275273,3.35978810583525,14.5919645391451,0.862836355179348,2.91566812755799,5.59848402460772,14.9611445735933,12.7383024446082,1.39425710939991,10.1834012511902,1.8677052642582,4.45761349652196,2.57480400563109,8.02636244054893,3.11251603793175,7.67271201909566,4.68555185383564,12.2639793422425,16.4674895745112,2.53465861710688,8.00952067851712,1.32613039038834,7.46652819822452,0.543194462750801,16.8599894168556,11.8513713135999,2.62732742840582,8.42739970182452,4.14785255431397,6.1107591592763,1.92432127864168,11.6029270907114,14.2093625858383,4.10974144503265,12.3433010825336,16.7693308745001,7.58412168284989,2.87609922098734,1.63903766066655,3.82962150468898,4.67304050242258,7.20419933663529,5.49587822457976,8.75077119931608,1.44036195682014,1.73204581114163,4.50660395083526,4.79261252734438,3.80680796708783,2.72267419170411,1.38574022460974,1.69893964483399,-0.256875963929637,12.4724369176845,5.72897186221007,8.47168648243476,0.273858346145289,3.46893559364474,10.7015426913435,9.60172430478535,9.95400705885385,3.21034003009193,12.7390260390783,2.14773249072449,6.77018835238864,ID3,Untreated,Site_D,Week.6
A9,3.23920714556762,9.68672160514587,5.02733710132999,4.31773699622567,6.84491870888914,3.42971581198031,17.7569505652194,4.61006461765614,0.740639936031371,4.82840593961155,3.80900314506101,6.9410390299553,3.26536810008467,5.57833979337954,7.62141629216528,15.1050375905867,3.72738510313362,6.26534977960045,6.81585975858445,1.12691743088105,6.49326712041426,1.01169089412093,2.69293850924833,2.14674612129625,-0.760876208588186,8.64829080431653,14.263682385606,10.189197026481,6.60082089347763,18.4722108633809,4.61169270660139,4.57450394484482,5.40801459045403,5.76969954661633,13.2200435185498,1.39166306379439,5.15785284259278,1.24449329780128,6.12695203424909,2.0746075580269,13.3855966068285,6.84331572184852,10.0862816985096,3.32638921904405,16.88703050202,13.2384726434361,0.262887079781857,5.39970526453717,2.38854455567986,6.4894752326422,-0.00164450503129965,8.25483979808549,9.47801776705677,5.29931887213506,9.10786811834805,3.78806920264245,4.71223513943586,2.2041313607974,6.54496981643428,15.7624444793275,5.92919842334425,6.97314400825517,13.9893539803048,6.29249206606289,6.36116728603675,1.04374192903737,1.01651584949226,2.93356788126839,3.19155961193812,1.28571166127444,6.68463950752972,11.3242936625216,2.7377354906416,13.7514323354148,1.15685947866287,3.44112872612098,1.83398586702013,2.20344420715533,0.042816836306085,0.208558167681057,9.59602001273158,9.46441309536547,2.53355763096976,3.96262488571486,5.45613740721811,12.2497494249891,9.20558027775374,9.02010222529345,4.32503242500652,7.67550301698253,2.55749335697598,10.8182085130242,ID3,Untreated,Site_D,Week.12
A10,7.43971067559016,5.9246729896933,3.38981214402329,3.98920416865439,4.19092433755296,2.67574267984271,6.12316676352363,1.97133655404196,2.30242906952349,-0.339464367073898,1.62981339171168,3.85655754109594,7.35549717183579,8.47886650845719,9.68951671263101,16.6995306601945,0.621008677313066,4.02167515825196,8.6018584525336,2.04578686206535,-0.743299354248163,0.690209880373287,0.519458430072024,2.02239656918032,5.86410672118821,8.34772023944221,0.97118368200844,4.95080286466284,6.03694505638775,9.51285327461487,4.25031723611616,5.01203717978574,3.9814039597151,6.31636002935577,10.9739437833969,2.56549777391265,9.46920961778382,2.13708778634137,5.3873055171629,1.2544333784811,6.47730164025636,6.09034246929057,5.86956595587049,2.13998033033589,2.31566453615248,3.72333508266524,4.19581127201066,6.64941638538176,1.48681172365809,7.58827613240231,4.30513266020801,1.69098915653447,5.1319677850517,5.37690198904784,3.53457764194061,4.13352818155108,6.60437006129237,0.635120712730997,12.7372147209781,5.35081444778705,4.9508466828391,8.18316866343649,10.7766275232979,1.39379810402559,4.89082899600991,1.68659991230306,9.83893911738215,2.22236031228848,1.72159118187913,8.57305028322385,1.88359041162621,16.2181923519721,1.61732910037006,2.95002989998258,2.46695336554169,5.89869195775682,1.21329154593295,0.985822672255905,0.403941398670169,0.252601985235712,11.1987378039626,6.15873751326758,15.1142649499578,8.57134001499706,7.4668525564046,9.99837412610665,9.09379078589622,5.95940924066354,6.81515236251202,11.8547275313253,1.5494321134852,15.0958927448348,ID4,Untreated,Site_B,Baseline
