SampleID,Q9H6B4,Q96JA1,O95502,P23526,P52888,P43234,Q96LA6,Q04900,P20711,Q9NPH0,Q03403,P25815,O15123,Q9Y5K6,O43827,Q9NY25,Q9GZM7,P35754,P09104,O95544,Q9UBU3,P50452,P35237,Q9HBB8,Q76M96,Q9NR28,Q8N1Q1,Q13275,O43240,Q9UKJ0,O95841,P51693,Q8IZP9,P19971,O75791,A6NI73,P00352,P40259,P09525,P50995,Q9Y286,P26010,P09417,O00161,P27695,O75356,Q9H4D0,P21964,Q15846,P51858,Q6WN34,P09668,Q15155,P16083,Q9BQB4,Q92520,Q8NBS9,P41236,Q9UHL4,Q86VZ4,Q9UHX3,Q6UWV6,Q8WTU2,Q8NI22,Q9BYZ8,Q8NBJ7,Q8WVQ1,P29017,P22466,P19022,Q06418,P46109,Q8WX77,Q9BZR6,P13611,P09467,P01222,P46379,Q92692,P05089,P40818,Q02790,P31431,Q9NWQ8,Q16773,P98082,Q9NQX5,Q641Q3,Q16820,Q01973,P12724,,Subject,Treatment,Site,Time
A1,5.81827973645377,1.2210060202016,2.01586105048054,7.74565506265959,2.12824354657541,11.5955317632532,2.67994329018724,1.74120028429988,12.3990771968566,1.7799259083832,4.78235089077548,13.1623514898286,9.78384182943255,5.484612793465,4.67201997416202,11.1002001634122,1.58454639746666,4.42827726354044,8.99105341313735,-0.661136780208468,3.33957427037473,25.6286728793113,6.67104897645956,5.22913168764462,8.66539538725421,5.22018215277463,11.0058355058675,1.15167973040097,12.4843184481314,3.74654672563669,1.58233454223194,3.37547487598204,17.2182129122798,8.20826838694552,3.44580392047728,8.63381208762222,2.33922045188862,2.32263385533901,11.9539984946777,1.66506871923444,8.14728338066206,7.40832620186179,8.23740245811965,4.72264204746796,14.5753785603289,5.86147962937441,2.4638140984561,1.83265631743973,12.1820393561405,4.11674399674237,4.77472988784567,7.62873328886441,2.65771977404292,3.23937626862824,4.83635508085167,0.349593608865605,9.20931791237926,8.66968649567394,6.36642248184007,5.02092258644569,3.71726366291314,7.94217680108921,3.45710685544215,1.17630461581617,12.3971377990392,10.0191425188451,6.23055374986552,2.70312415271356,14.2044568446011,2.22683561444991,2.55660344189426,4.20739782159567,9.70048246805896,6.58663055431502,8.38772024460454,3.64536118418115,1.11767872891925,14.1120966914587,2.27971960947699,5.97566513689045,14.8478916515791,3.31891968690649,4.48764274888904,4.89090185950631,-0.239119318587721,8.73326261825318,1.61860486564008,6.70466618343166,10.4863262448583,6.45341190387451,11.7512274530636,7.21012491434147,ID1,Untreated,Site_D,Baseline
A2,4.36828747120446,1.34400143188993,5.17171856872032,0.800444292250162,0.496625184013106,9.11487357384151,1.93276949505243,2.96085493018735,11.2066943086545,3.22389533263552,3.23711522861939,13.3574906715314,10.7657765422438,10.4382566754377,3.66764845391518,10.036873467745,1.73855246605916,3.99734018582478,10.8539846008228,6.49010812840634,4.59816136534902,14.6085992749467,6.55568137363074,4.52447142277981,4.56621629594612,6.19714677899982,12.9532017783097,0.674279961093837,14.2335560572188,2.92360382020259,3.82033421244202,2.27460444196486,13.6509847735045,11.9911850420248,2.77608785887713,1.50683199742567,1.90157862571164,4.75947840619219,8.61355483856969,2.20671311627719,8.30476012888063,1.04438230317678,8.57350310778557,4.19344937179338,10.4081435620295,8.56702323124482,3.43296646110407,2.48310566588246,9.27165282059303,4.3675599832952,10.2741385742543,4.96100753056752,1.81974989491121,0.493626368622388,7.93469485468809,0.867039660399201,6.26343108260039,4.53139755091741,10.8943271854727,6.13708443254311,4.05224943825893,4.88386423691907,2.13696856716387,3.0570338974669,7.67923250741452,6.05004382158358,2.77359934376461,4.32713963830305,3.67055634373474,6.30786863531384,4.67603562457643,8.0850208108605,6.70000451430882,10.4146103615089,8.80280172919628,4.54781685888984,2.13511092608678,12.2340724451975,-0.0582736076969073,5.61551338362033,9.30975664680103,3.78584219805661,3.04198575182548,4.6398695679689,0.818555443237264,12.6210544161741,-1.09411004885984,8.2659807518203,14.0791743013368,13.0235873473144,7.32336401831144,12.2680741097436,ID1,Untreated,Site_D,Week.6
A3,4.09330683865036,1.77897051989436,2.66368154063205,1.25422382166097,4.08789535662429,14.4695274046446,2.29591321406382,3.7857561083831,13.6653937713813,2.87288158262753,2.94087429179906,8.14625483587052,12.225871406012,7.15137836099169,3.49829002673751,9.10076760482673,3.0503107703039,4.42442983882905,11.5231526579381,4.61956605688598,2.28799420603514,20.0614228925526,10.6280453937309,5.62744258939862,7.2152421719701,4.98346326984242,10.1140893656495,0.111872680817482,14.2360126841807,-1.16770576049579,1.86347636456629,0.62182060565898,10.953565160183,7.4318640167751,2.74033254502014,6.75746284861302,1.5049867566458,10.8792366390139,12.3833004687271,5.60238688799093,2.47701386493392,3.35419976616453,5.27309535670723,3.9407210617422,10.8404385087559,8.42670059430102,2.48751654490527,1.89193057134575,14.6368660915815,3.60678051486337,11.5070385611875,2.75856977030446,2.39806540443754,4.20958853771916,8.3652156130831,0.984523288379532,2.63601253030216,4.38280683784677,13.8530075297225,1.82178752839381,3.46404049583327,9.18918755139265,3.22873314689695,3.78694246963601,8.0720369364563,8.47430039448741,-1.69519633925091,2.58121633788209,3.62515976023435,-0.111725758721285,2.21661431021325,6.04976442075989,6.58704667445857,9.64913084263504,3.59350843080812,6.76383908536397,5.88048059367088,8.63160835878378,2.11160515448915,4.69460025349635,12.9384270542201,2.17368517525558,4.47588591257536,2.05443851128429,0.500281920865314,7.15497854596356,0.586509937326704,5.28520322380043,8.3446686782614,10.4712717567022,9.84366199868026,4.06723528930561,ID1,Untreated,Site_D,Week.12
A4,-1.88680625742646,1.7048569866445,7.1179734662332,16.4009054776045,5.13678392727175,12.5318020157529,3.13352249710641,0.970905466790594,10.9168310562785,2.68148844190181,3.13753884360477,8.09122474957622,8.8232105514604,8.26851305501052,0.213811799475899,5.86988599922428,0.725040587508978,13.1500113602021,10.9937690296237,2.02187329200594,0.127252742679616,12.5295503755278,14.6784914646485,4.66280591284433,7.70582386481496,5.45534854422296,3.7398785176635,2.99608749703784,15.8425165810927,11.9052139007602,5.18843477319873,2.61203458280918,7.00248531341045,8.2761718835904,0.295152820408051,11.1028078445,0.620400963352215,11.4222080708763,12.9042636784857,4.85971689398109,0.0847922898846591,4.27863303327137,13.421994373312,0.133750479798756,17.6345662867274,12.6481943453702,3.0597279552004,4.39994652771766,6.61941476324603,4.83826661728174,6.48377685966991,3.96310851021959,2.55190136603386,6.58899944070291,10.6351608543796,0.244156714028885,6.79018349729724,6.6759577170633,10.361056292887,3.8593471750386,4.00755607731911,7.88886722878103,1.55829007658605,1.86682234770132,15.7496441417136,3.23256939378066,7.70899382402516,4.67429090431743,5.9413615575283,3.31454519751963,4.61898893281443,6.8403219558629,11.5427339272297,9.62535408366879,8.73219707655259,5.33517432412206,5.45381061797047,14.7446917601478,2.21215269927292,3.32258413817288,3.31775853191219,3.17763006261259,9.61857762839022,5.3557092125774,4.68277212435713,2.46012565747754,1.80338352048628,7.45879671470466,5.96966385266696,7.28174980835176,6.21247559175898,9.2765381233145,ID2,Untreated,Site_C,Baseline
A5,4.59956771341083,1.63435030413701,6.82450380756068,18.0536652263293,1.93255469704706,16.6872310694335,4.43163297577463,0.348604869083148,13.6465796133435,3.48320444218757,4.51915531147757,13.7254999873958,6.52476704375614,11.5703870492646,0.0652274271186557,6.74240693949667,3.59071051507128,13.4187482531642,7.81207582761032,1.50769979306085,4.33305146940121,11.8218883213369,10.8522903535118,8.71116235496162,6.73826358801985,6.89754080459445,9.78803334866135,1.94400188187074,12.9651069926658,5.68761183790377,3.782330974562,1.9886547643265,13.8320067161924,8.48051224145467,1.48025665289526,13.9968923275261,0.901169878971712,9.69714691996495,9.77419338269036,2.391038129498,-2.21773389278689,6.09167689381448,10.2257430807826,-0.468785762220107,17.8846178841716,14.9271020215923,2.46452188727527,3.45725987721667,6.73763521462321,3.96521424310926,9.08987096417378,5.29215957281747,1.42679327697913,4.45328182678879,17.4759843676273,0.0491416795086344,6.68032877288142,10.7997734481198,7.3381556735675,4.67649138695601,5.52063077955767,6.01749366644141,2.69684640979701,3.59161011628698,17.5916845412135,3.64712621980481,6.91656873680579,3.79148684620889,10.4564230287575,2.21015542199819,7.14697267124621,9.01332298692149,2.20568971855029,5.1617848320902,10.2526098258415,5.58071143786944,-0.991358588148495,13.2225391066652,1.81102346326243,4.01364009858266,3.77948171924799,3.61982423682666,11.8405008605624,3.73054173908785,2.38781166245262,1.43954492112645,-0.799434288432996,3.38214320039788,9.78129276065359,16.6551330618249,7.48480883063916,4.78044560893387,ID2,Untreated,Site_C,Week.6
A6,-2.39201074217487,3.26332811436852,7.34228726461713,11.5681420876222,5.75711148261182,14.3555363467428,4.89027601259988,2.32619728211582,10.8319597991551,5.05575470788449,1.55347271467594,17.418572826531,9.58129057498258,8.02595603053125,0.737693638747083,7.25152760766711,2.26387631151904,13.784460188968,7.11562379060508,4.55885140738866,2.59388063220154,11.1029089841504,5.11853962221335,8.40139733171612,4.21299233084987,5.87683416908973,7.72547046121182,3.28492857069306,13.9958940151246,4.73687345583099,4.34023608625965,1.7379519601972,10.8177125368691,5.02640999534849,0.440098774240331,15.766792550939,2.04830643775284,10.5085549368541,8.58378768945026,5.7542760438549,3.91201334766548,3.86277156357673,9.64795346377408,0.903874888085109,16.3795276839299,11.9733776365579,3.01193931872586,0.787359909449874,4.70998742334612,2.83615047425834,13.4135189614059,4.88604093329698,2.01623750332012,2.60599472753046,12.5820182298624,-0.197402832269437,8.94402217902736,12.2955491986478,6.66142063561259,2.9653314649701,3.95883761859921,14.4888363024332,2.26095980304333,1.6177773446424,12.9682033504477,6.20755484006568,9.15100063446203,5.03290897661589,3.85146278651999,6.89560041878283,8.83741402102194,7.72032004723998,4.91524083486353,3.24813153535508,6.03054429726477,0.153822052384342,4.22249653187534,11.5757192550437,1.96042382727144,6.00154439431723,9.07229193969969,1.92716322804577,6.54462753016311,0.754800759737537,4.30509961368504,2.75177743021535,-2.02546710755079,6.58950500922952,8.87483341688353,5.49314405986485,9.3089875674489,6.73127260125802,ID2,Untreated,Site_C,Week.12
A7,5.02518832352231,0.252072229959614,8.32297886442914,6.17597859185853,4.59768407970406,14.4458642625586,1.39881893629619,4.90693117903539,13.6879831494467,4.63286590211542,2.88444829197073,6.37426457664345,13.9469677170995,5.39448262603754,4.75357737935864,3.51806476803569,2.3832270631756,10.3876259728759,12.5770265884568,2.68903774247764,3.49699049163564,11.219072545053,7.50916418429894,5.43908019767323,4.25508783068888,4.99027022449302,6.06114043585629,2.55972124376092,15.8313267410929,10.8499400939959,4.47958637733161,3.57475388186571,2.61415333365768,16.5559714553128,2.55928785783162,9.80231797650767,2.01432647567546,13.4293610350354,10.9062323459275,1.24390246191102,4.10749899801294,8.18415059997942,6.15492130978859,-0.107263675744655,11.1743201925689,1.72944015888601,3.35649507104397,2.83272988858413,14.4817269667154,6.77409330952597,9.08136961620466,6.21483054287068,-0.230407863139739,5.49844327279536,3.84863117112169,0.920354897170074,2.88776616070273,5.37116982463476,6.13046228839853,1.58771159819496,2.0355410488532,9.48654227341304,1.00131620606068,6.69030463576056,13.1423019311723,8.5609342049986,8.53135365518695,2.47737323833576,7.75989719181867,-0.924208568808544,4.69628154009412,3.91192174620656,5.51230209581351,7.04753643938431,11.1032428946038,3.4707336199193,8.2951688216922,9.55979275268806,-0.21915213147354,5.78366017676624,15.2107242513162,2.26257005606984,8.24250515061217,4.71605438528464,2.57587859099768,8.17151266221316,0.837018122897624,3.70838066863889,11.4637860195068,14.2899392629997,8.25403008562184,4.34344917041397,ID3,Untreated,Site_D,Baseline
A8,6.7628833279908,0.207781248082816,8.86360472945121,16.8740384690369,2.31445253232125,8.77759889438647,2.92754959590957,2.9241861453401,4.62643865184729,2.74408970819452,3.18114704178009,8.38269062440103,7.24509925238618,5.63244694442256,5.41070766201673,8.6576604172848,1.62443794100945,6.34606572839652,16.4513658186082,-1.07712189517168,1.51659988565684,9.85014195934916,8.79008073458373,-0.429797396165324,3.90277964320369,1.91321397636549,6.29844171325868,3.96479248370872,17.4404189629013,7.91984893938328,2.3980093781692,4.71294637610994,16.3585519059283,8.5732179869974,2.43591603401066,7.96655458152261,0.742363298926798,8.86125258198485,12.4776806831135,0.581646259408094,-0.286851521386976,7.49595866110451,6.4085647718297,2.26890043466117,10.1635393900311,4.95494346061794,2.56693500728226,1.46863908333228,18.465680808469,4.63986642184887,12.501587911955,-0.754274637305672,-0.282732371334922,4.69119915976653,7.22964230298257,0.24327794718532,6.0696634874802,5.71118521647457,6.14607142922673,4.75599870290657,1.07874242023373,12.5942543087332,2.64982620014306,5.05723915964331,8.76986043266864,7.97234352740471,7.64899733971026,1.91589343338209,12.6950924337081,2.13637307670698,1.76679281888782,7.09801153573966,6.92978317295967,3.65790175912257,9.51546213259314,6.99792925467021,3.47218842282023,9.78352749011661,1.08359559474208,4.208282868574,11.628376631194,1.62464327646703,9.79713982380285,7.41871955610316,0.0109659254486636,4.89455412542278,1.82659835915872,2.91863312125615,11.6370889651014,4.34727344027248,10.5780617925458,7.98130641241872,ID3,Untreated,Site_D,Week.6
A9,6.08940750164394,0.806751788520675,12.060161114896,7.04642800967546,2.58388050984952,5.25204507626909,1.05565470910265,5.1535347460335,10.802133264756,4.14568352167314,6.39897471179826,11.2917758729713,6.79313029046099,9.1812249372504,4.598998142964,7.24985103336226,2.31590385879877,10.4303243594982,12.0103713321712,3.35483275139015,2.38887974081662,16.2907455146801,3.46888414842255,6.01045386276291,7.40020310962961,7.07611700559266,3.23243149457037,2.48446264701462,19.2464443358431,7.80210098862759,3.49557063452528,4.11956598128672,11.2176578488733,14.2842625131424,3.66084084078963,10.2694180340846,0.519018076198366,13.9427292064355,9.90649605124868,-0.718748855926152,10.5651041877589,6.66234753590749,7.13250698862647,2.65706633560319,11.8959768085883,8.89685694358521,2.5152882679952,2.28036123651409,13.7821575627456,5.43462891297458,16.6661475132046,-1.27098416404925,0.841531144334161,3.8169310692346,9.95342948048496,0.856127608759556,4.43460254598554,0.958422725953072,5.6182662617391,3.50486076723561,1.92347380046225,11.3656856231749,1.99034084270088,5.69368523721981,8.07282941497164,7.07125496584211,9.64671372426029,3.39501951912672,10.8961295008084,2.87552675240565,0.030753703392469,2.56630328585897,4.67625686629611,8.92732355648931,8.25656480699586,6.53715123513541,4.22755280893025,10.5556904265706,0.856895125828105,4.36447909865756,13.3059469770758,2.60399945329381,6.6510102622745,6.12599875988071,3.38784809429878,7.99903089795346,-1.02714305726962,4.11943524124321,14.1391163250404,14.4762322003545,9.90705418277939,4.62740674273835,ID3,Untreated,Site_D,Week.12
A10,6.66766245425342,0.552982988626428,7.06938494082237,9.10819943446699,1.70361967551244,15.4801693707691,1.94192979207751,1.86247486145864,11.0192605739688,5.9048079504482,4.62555630586936,0.556694833529612,15.3447698467737,7.19189586331271,5.340445909659,11.6413432583283,1.72126938158919,12.4323062288325,18.1637796803007,2.37982752071999,2.59840150775741,9.0706642870281,11.0128966264324,3.36450987757479,2.34166104712328,3.71752886211902,8.80542776549968,1.77385281324297,11.0247838541153,2.88784207193687,2.74599321259808,0.471919201660498,4.76906899864336,10.0505595757026,-0.601918475800435,7.24636989969491,4.33451616040895,3.54459854734906,9.54352817763724,0.65757566382017,13.1806269291536,0.0902213945427095,4.41707653596796,3.50520979660191,12.3874912627379,7.94377550122412,1.71200498346807,1.9989334298405,4.33322127682453,4.98056473961242,12.8132761224156,1.58022197105224,2.4016647847886,4.72037147228896,14.7176438319349,0.5740653499469,2.74824695777677,6.64720169838797,4.99413318863156,1.20917180055077,2.15364113286998,16.646732338941,1.8934957061091,-0.850992360190788,10.1390099111703,8.23751463694101,-1.33778008364975,0.302962572766414,5.05228642538649,-2.1296569802793,1.70465627676232,11.9243568800805,8.01552152400879,5.99054848541312,8.9080437114858,9.52928732460014,-4.8545356702689,13.2818483433835,3.15655427288803,2.87043847744303,0.210076622272056,1.53349880291414,8.67070382644462,5.51389147430205,2.81090694569382,2.37026855469709,4.89191426246078,4.4320693258475,12.2666871928316,13.0433918509711,2.24906889525489,9.66993423655454,ID4,Untreated,Site_B,Baseline
