SampleID,Q96SB3,P16278,O75475,Q05516,Q9NWZ3,Q15661,P14317,Q9UHC6,Q6UXB4,Q00978,Q9UNE0,P05231,Q13574,Q8WTT0,P51617,Q9UMR7,Q06830,P30048,P09038,P30044,Q8N608,Q9C035,Q14203,P23229,Q15517,Q14435,Q96DB9,Q12933,P19474,Q8NHJ6,P34130,P08727,O43736,P50135,P51671,Q7Z6M3,Q9GZT9,Q12968,O60449,P63241,Q04637,P10747,Q03431,Q13490,P28845,P35240,Q9HCM2,Q9UQQ2,Q96P31,Q07065,P05412,O94992,Q8WXI8,Q04759,P16455,Q9NP99,P78310,P22301,P78362,Q13241,O14867,Q6ZUJ8,O43597,P52823,P27540,P58499,O60880,Q05084,O00273,Q96PD2,Q6DN72,O76036,P48061,P15514,Q8IU57,Q9UN19,Q9Y2J8,Q9Y3P8,P48740,Q9UQV4,Q9BXN2,Q6EIG7,O95786,P42701,Q92844,Q9UKX5,P52294,P18627,P05113,Q01151,P18564,P78410,Subject,Treatment,Site,Time
A1,10.8681968159466,10.8455687313175,2.13797962863055,-0.10399489232054,6.1674646898737,4.39994426156648,9.97360996222166,5.17935248262403,13.5369613629206,11.1506481025735,4.77313988994279,7.55532298100528,8.54035796563211,12.182161108657,7.44840936290515,1.90310814566567,3.62310373211687,2.14925173055593,2.55341269295747,2.56038441228043,13.3744206547417,4.11717204411635,1.47559214794702,0.0376280597700696,-0.876315392796056,17.7979219615032,14.8697206427359,1.94732501660068,16.5031439396186,8.82840656643482,10.8106917726817,3.92528133118516,2.84531140379343,3.83392128677404,1.80257912796394,11.4692913522271,1.7582122475255,4.83915216889329,5.66006285859769,0.829149746083139,6.09462797480817,3.4082578213388,1.2911936003483,7.43062950066669,5.84776815549806,9.68903816968022,0.581256378190431,6.26045241628958,6.17288031754659,3.54013396709707,2.1752481030718,5.47748017799094,9.01244884766975,-0.0240030604787104,4.76408722843286,2.96407338897063,6.53600990368306,14.9121533757671,16.66429470811,1.07535845476436,1.27061796057687,4.64139837975712,9.02431874630222,8.49808269753123,2.106961494076,8.54210984178198,2.24171325878674,13.8723376400394,3.83447293598098,2.17169462707268,12.6453563410787,1.84805969875916,6.99448946351659,0.488098576877466,0.962138215327806,3.76760113674171,8.8729285273501,5.52225011267747,2.30235155322926,2.56567775579167,10.7160447512724,4.23252522794181,9.57183986962844,1.8046673622166,4.79617103219524,6.29443394500154,5.23760140458484,5.98448338763197,4.34025653861725,19.9800780421634,4.80313572630413,7.5746939606263,ID1,Untreated,Site_D,Baseline
A2,13.1714132083173,8.8612978004306,1.89741573590399,4.15486739808572,10.2348717706682,3.46846078861818,10.3658563333824,4.27392966223829,10.1393898238367,5.64437484464433,6.99639434809423,4.9530483956704,0.103647208214349,11.6729068151714,4.7078819164623,0.482187101976751,6.72706859468988,2.14157945174843,2.95521965261184,4.41170878836557,10.0492908496408,2.91020426323596,2.3269168416261,0.430122216044829,2.86652639817251,17.9490639981604,16.8162763592344,2.00668232699081,6.59974733766234,5.53093435140167,11.1921159819911,0.896512648268967,2.47917086512698,4.58499614973319,4.13268736069408,3.52293571210206,3.66982716308433,4.40935351190205,3.80998316479197,2.84404936926992,0.631248990198713,3.7837785599349,0.550049343066882,2.67405201535662,5.57931779347594,8.84612164003762,3.65818099595959,3.6457829045156,5.95456069649692,7.25559022018039,3.5066642017446,2.58413973652008,10.4514419743397,4.19275451812399,0.94698462986191,4.38894021707444,6.0675603296807,12.4636657564803,17.8735630503874,5.40883453107162,2.21124422744405,5.79959460022857,3.77533406958652,9.44633545060022,3.10191875709395,-0.305960256891603,2.37366934098561,8.76144629970093,4.16114197954125,15.2734868206977,7.36788084739841,2.24716236538386,4.53530959352974,1.59562131574353,0.190709886506248,5.47605648049295,7.7037488606236,7.99528404420481,1.40896459495263,4.23154333125622,16.3517472545252,5.88105454482821,10.6872151621283,3.16959628362659,1.34780964191682,4.49182802238121,11.9576282136271,4.35904733004335,5.74820832597406,16.9692215730032,7.13589108985804,13.5279393086793,ID1,Untreated,Site_D,Week.6
A3,10.2746403747749,8.81388931736303,0.894365841654622,0.281641531184062,2.44901655907182,2.11712040851012,11.3319278163267,3.2819875935917,7.26628558210167,10.194067906595,5.39138027214412,2.11011700064532,9.77355098520368,4.26568534909421,4.31639805553266,2.11748261651981,6.77034306835029,4.11759438126979,2.06239348740002,3.37941331763132,14.6585668200563,6.64837099651076,3.06727786263499,-1.09630720933028,1.97835822823221,8.90003260608029,14.8763739817192,1.80341870845065,6.89915813670299,7.31793525561153,11.4183918253604,6.90921048613261,4.43872053052766,4.08244032366723,5.69339859393066,13.5171544296108,3.18803039228611,4.87372523787239,8.64861667461162,1.34561539223765,6.40559361422005,5.50291460893514,1.68371646419312,7.46533146494162,6.63914151320753,8.96461808205559,1.23447722562202,5.78703263802672,8.73808974179481,18.4796803452323,3.69309078030499,4.28564301443931,7.58505295124659,4.92348560042395,-0.0232946632241242,3.76532785660576,5.34784475501555,14.3056144364974,14.6907242067134,1.8176057080762,2.89501274660056,5.05176498409984,9.21208961957505,13.9696672723688,7.88192644477517,8.44068043513836,2.14606677319612,9.46059757012993,4.67417454630911,11.0779345757398,9.68160057176445,2.23728287653532,8.24107243952645,3.62148423227063,0.383196777870816,-0.0132010901497608,4.15092013579415,6.84335055928927,2.17868032207157,3.41452501607302,14.6382880616486,1.06196280741895,7.74795200349768,1.52164058256719,6.004598452526,3.78510826602271,6.91912241371455,7.41177852351162,6.24406380342454,22.6358336325677,1.0619417240002,9.03390442560296,ID1,Untreated,Site_D,Week.12
A4,12.8719748145944,9.5206415810458,3.48662476827352,9.13495413364803,7.84658121224335,4.26354520603529,12.2580070186619,4.34516238019764,7.35432686954479,4.25396057414741,4.53626313452671,4.70601009926202,13.1861516255123,13.4596138826653,7.02845286532601,1.92966556939046,4.42446838399783,4.59885082314968,1.77507481487446,7.12984681367759,11.1040624205605,7.31206771888461,1.00925620618493,2.21306454281745,6.42992367750665,1.50089519123461,5.56508661205597,2.41931340014295,9.04681362058694,3.6923741235101,5.7931347341863,1.8773543223056,4.12088644110221,1.82803323202237,1.26369987245865,0.054411482687085,-0.468499465007805,5.51523049212154,3.56250880823694,3.37434019451756,3.30170099469482,9.19581333440881,0.933860545671501,10.2500802516011,6.75870895218273,13.5716831802484,1.90250334763613,7.89920838562397,0.216279641236063,12.4942217245764,3.91436124203873,10.6750133543194,10.1606304909408,5.46475383397163,2.87761491267661,5.31396918966446,3.62978152216334,10.9338665054884,1.64510653069489,10.164671325289,2.94461048346313,6.93186441804503,11.3438686088893,5.58869008576377,2.11296690119614,5.64622865222324,1.94652839821203,4.20961825964532,3.43396731025013,0.394688949056649,7.40216897182504,1.34355617538708,5.12926308200433,4.55724951172981,2.50481601774959,3.23417112938862,1.92819786253939,4.30626203745706,1.03141799783933,3.37321250339465,-2.15522707848512,2.69580348682107,0.964960156878766,3.9788624094915,6.09591369683048,6.22214349488507,9.3351077822722,4.12007292834001,6.60889643319507,11.9155221685565,6.02436355408515,11.7492676968054,ID2,Untreated,Site_C,Baseline
A5,9.72876617376716,11.0604717194144,3.22988746695517,6.37373743741522,7.83912874407101,2.64411086882159,6.9031348176328,8.62428260706939,7.13466163133197,8.72226470170491,2.92827758161084,6.1883659717895,11.4569667255092,5.20947852520361,6.32942016875231,1.54230491440232,5.91924542539171,7.20953665920331,2.04348429761713,8.625200339644,10.5010443804122,2.59264377178193,-0.613174436369617,0.524733295167849,3.31047291742819,6.51576098473927,9.81163799478728,2.55094961131066,8.59705057802815,10.212710572527,7.12369386460667,-2.2163963755408,6.43153065796728,4.54441154940095,3.25118528315021,9.33145867807624,3.33445890855338,7.04466613548384,6.1847910737875,4.63799850497174,7.56405941351741,11.1778551954761,3.77088821486116,9.71908204306706,6.28254542606618,12.4000847649067,5.30324011920664,4.4932062089736,7.32741703683603,8.78531213326062,1.42844956142016,2.66859159474007,8.55172635511232,-0.664162587042734,5.11620850117396,4.15840779859089,3.69437179857713,11.7760895268064,8.38019431999263,13.3690277176058,2.54059348373355,8.79987604186498,16.7809784152062,10.8077877811159,2.38593916256095,0.14758371487346,1.74237489996691,3.45379408837443,2.46930246441033,15.793877917861,12.0844793434789,2.41910770143823,4.37987438163514,3.71269762304516,1.57504325674965,1.82306643688315,5.34316399770801,5.31489253721167,2.56125072150778,3.97385435303421,4.12125876547672,7.65724585682098,8.926710181827,1.48102707389996,3.63877295689441,7.00533693414534,9.13799492200846,2.5611370860638,5.63122955024684,15.3349405717331,2.31456021886199,5.79497119707302,ID2,Untreated,Site_C,Week.6
A6,12.9425675346175,8.63447761992872,3.78740752157102,7.0383102871432,6.64815368101416,3.59747639043519,0.995217816209588,10.1874155618197,4.11567266990858,7.197878331242,0.746258169256448,3.20622830032981,3.72784856448667,7.32604600991491,5.65284953076406,0.865527070561663,4.16973267621133,9.5395753675816,2.77246591678124,7.66965371803454,5.96273619240563,7.4490538120485,2.167883212022,1.63909524332683,2.79970528195025,3.85248911376553,12.8161256033973,3.42691453059995,6.40897304068869,12.1207405470137,6.77201217473664,8.28460898637379,6.43342641558787,3.37685535462595,1.94044288918773,8.23207134017086,1.79469303288435,5.19358166871647,10.7818725285577,3.84936465715131,4.33092518796177,4.88026606195246,2.23336313846229,10.3457511972584,8.68565649077354,7.64505344442725,4.82315159245187,6.11206567601577,5.64756790943515,11.9531974051584,5.52084793729671,4.55395828597518,9.68064496968835,0.432866006795289,6.13853246606737,4.48078757958826,7.08478903941563,13.6087707695267,2.98415609637103,11.213265971677,3.37917356632061,8.30336206151591,12.1142372457359,7.80288134224091,8.92740043604721,5.65996305860708,1.86997876293734,8.97880567391142,2.82580819557174,5.56419250723178,10.1064410242744,-0.176787158783425,5.19676240596296,2.91679500826836,2.14913736273727,4.53053237954875,3.80850261630937,8.83845778129558,3.13148132803466,2.48698801626015,4.50416966498071,0.504162393646099,10.241850467079,3.06362469499825,6.1017228165792,2.82875800540923,0.730194613270297,3.11718869209402,3.2757470311958,8.34424071455043,5.09013112142216,4.48818328724208,ID2,Untreated,Site_C,Week.12
A7,8.6017001283631,5.72869662158708,3.56774980639366,6.22224992114331,-3.8068222221411,1.06325529882481,12.1142329628197,7.55264845402286,11.5276725788219,6.06316964682534,5.45723537511293,6.72638698918722,2.10882734314611,13.4400499234886,1.27004578579906,3.93037109766285,4.49424376176872,6.87760384959907,2.83297914598375,2.70612305712049,8.47232576388846,4.3902694426863,-0.740622309566508,1.28406985564449,2.28232993929374,15.4198838881062,11.0980821918678,1.93025974543467,5.83361978598949,3.40622625705684,10.1117412958327,7.63968529119395,3.9603225726164,3.05758456455095,1.91088219977404,9.80836872328794,2.57559579455663,8.07210496939338,-1.36588860462679,0.0445345954918257,2.80872583256398,8.31664334045205,2.8507636423892,4.24959995349669,-3.29269296504989,-0.288026018147857,2.28656656096191,2.16094347296473,6.8842756624278,6.96283320570794,2.19700857851088,4.31579796474408,9.55248408897312,1.64839731147341,3.1577518516765,9.18528035257742,6.67479472043963,8.39669884891564,6.31128385331332,11.3538312020901,0.443337134962456,6.05890760717955,6.63120207142539,7.69471550166866,5.01147180578641,5.28119100279257,1.50711545450262,7.62047338381734,4.34782074985618,10.3467305948173,13.4111178427094,2.66812688601713,3.59760244839675,3.26089287733596,2.71088558249633,5.93232177870676,8.94733928415749,10.819013190838,1.37705334874216,2.48273430421375,11.3090267893093,9.18764589346578,9.41303073852179,1.64154176185057,5.18387692335973,6.41192290815212,9.83316129502595,6.4574064611189,8.7901348861412,8.51951710942273,5.64812713749993,10.1266898604239,ID3,Untreated,Site_D,Baseline
A8,10.1406361975464,9.69689373514239,2.11989298016543,2.10394766166774,10.1983587757144,1.37917807787363,15.3492864472634,8.52864225476253,11.9925007030517,-0.0765091914382836,3.28735849752957,3.99189553093676,4.09715741582889,9.23145834947223,1.61676581867828,2.85741618872573,6.55713612999067,10.2789383081902,2.94338390879665,7.81909172985331,4.73584566236323,4.92364546401871,1.04017438126647,0.934166075181043,3.64465570284699,13.8377210180309,12.7009162129063,2.17965279311807,-0.513034288028408,4.98881652495157,7.26377302733337,7.02031220084209,2.15221217318856,2.68931323321975,4.77209959169871,13.7246302802716,3.6016408303154,3.06756649861549,2.47872347778289,2.6611402999026,6.4943972771804,6.21654198968789,4.00471522721135,7.78993183143769,-1.04270245762932,5.52787319444502,3.48876519003823,4.52465739302094,6.5508024553116,12.9191365627185,5.62633167467518,7.49276583743931,6.87420822274765,4.95504754946703,2.7827687942598,6.45858464237646,4.10208180035589,9.98546901476466,0.184726478375779,12.260189245623,2.23530773637099,4.7093730903242,4.51843394440892,7.14690130746629,1.88640792896601,0.890150317904468,1.2704989761359,0.642651116514983,5.03809167279128,7.20549313876915,13.3149294485647,0.99147267875412,3.26829466913718,3.01041464521806,1.05974773507935,5.00956025146355,4.63379197495571,10.965012613702,2.16267573146304,3.00031719076537,6.57343924108634,5.78631531071419,6.9035765996287,5.22485240201888,5.64309961041966,3.41119195246754,10.9020430933512,2.95977479161892,4.09292490195302,11.6104552518384,4.01652759013294,12.5172601373851,ID3,Untreated,Site_D,Week.6
A9,4.76511694545238,7.93173786428353,1.95203929297795,5.41302821551471,7.36989728257275,0.0413797679229222,12.2619050761321,8.82662830662531,11.9928863964923,10.6099600367252,1.26433963556927,8.37928182492297,2.05902659954375,9.29111892247869,8.66970328188524,3.31300055644664,5.54472080287864,13.6846348804278,3.46749134651779,2.23531016109554,13.3153047994964,4.24158456204189,1.03444443842265,1.16967804084041,0.546368496690719,11.9403435663479,17.5683925720456,1.82304514019698,-1.82631365530419,5.69955294880557,10.5189300923335,10.629418216894,2.03499298379576,3.00829395938479,3.57746836053943,3.6401892780555,1.7067308497291,6.48103350716924,2.59149210141498,-0.21645652475211,4.20898943196767,11.8637250112009,2.80576148589165,5.05669873784441,0.445972833866415,6.8970561574124,5.16458444973797,4.54561182827948,4.24872085836218,10.3821261133765,4.76739721787318,5.19728839421926,9.94609550080524,3.74462068736055,4.38549604557756,6.23413559958853,7.20929135943244,1.116446134206,6.65243963693033,13.6948447027202,1.25470858021231,4.426328430963,6.4714828059838,11.1588588868555,1.80476207803861,3.28941570427434,1.62994512970971,4.87276800882266,5.34140545845976,7.69529627315091,13.4573398690022,1.23590178154356,4.98028570858585,4.56276568525529,3.64493947881047,5.1051635252759,4.72598857859112,8.92810841845021,2.22621031269829,2.03900546191182,7.86380884542992,7.70268633955657,3.10850466992027,2.4783639274868,3.30468591364124,4.40142341333961,8.85073702213377,3.74407826846685,9.10674305762474,17.1356390419919,7.88139934232109,8.10318291085786,ID3,Untreated,Site_D,Week.12
A10,11.3443158596869,5.07523111317667,1.3438032799643,2.15877456896361,8.23909419998451,6.60818072256886,15.9245457222785,12.70285905487,14.6189754409406,0.929401135568567,1.45312305142513,0.740423463050764,7.8134683692367,2.26050553400245,7.32507083667804,2.69806271961732,12.1412203100221,9.75814189116639,3.48604707479855,0.171095121175625,5.7039079711346,4.29963918972881,2.90629704367384,1.9498388085975,5.05735636991121,13.3249138570281,17.8801915667533,4.84320156656775,3.85494252661216,5.90172122450811,6.03810787091896,10.8004636116563,0.264507026091893,4.08219018239293,0.585252505538847,9.2288077965837,2.83640048638474,5.88167185372306,9.05090469937228,1.06240872414307,1.95328619540635,10.4448228441418,4.00420621699419,10.2124576444993,11.1893015024382,10.9090819951924,8.52094654193917,8.2127009174954,9.27610427065312,9.29892279149352,3.44631707590642,5.13283388261177,8.50599386062051,5.20052186339676,-0.651433335046112,7.05981525008488,6.94083402105762,5.91890709327705,9.10682702200975,6.69790535391915,1.92373993367282,1.51607500838852,10.5577541470541,14.3470777943617,5.38450300298075,4.00345042565316,1.31227208525721,6.5702281938616,2.65417716777478,17.0287907278805,8.62935860919419,3.60943527076562,10.3591124076555,2.80793738062207,3.71725780189353,3.64480364398552,6.79604182580892,9.45135470582082,0.89138828346843,2.45032934446411,13.0602241395739,7.45507495388307,5.68692245074741,1.50169042132778,3.52536655794472,5.72171395614295,12.8025329598794,5.42710077004836,4.44865748840624,12.4958191510275,5.05392464916927,5.64524322659396,ID4,Untreated,Site_B,Baseline
